AAPL,NFLX,AMZN,MMM,K,O,NSRGY,LDSVF,JPM,JNJ,TSLA,V,PFE
21.654408,90.839996,673.950012,144.803436,63.464233,51.237404,65.258972,5995.652344,53.569904,98.611,42.986,75.059196,26.138624
21.670759,90.540001,679.75,144.486237,63.734951,51.608116,65.508636,5995.652344,53.230747,99.468178,41.784,75.542076,26.325441
21.817886,92.889999,703.070007,145.978058,64.6063,51.75317,66.248695,5995.652344,53.952549,100.299126,41.737999,76.488518,26.30987
21.605364,90.019997,713.22998,145.557938,64.445557,50.987595,66.712334,5848.323242,53.752529,100.03672,41.792,74.785774,26.042845
21.098566,87.739998,717.929993,145.883759,65.401505,51.688702,66.783676,5848.323242,53.717747,99.914284,41.456001,75.356583,26.066412
21.140608,87.879997,709.919983,144.314697,65.29998,51.269638,66.266518,5848.323242,53.222042,99.328247,41.521999,74.33107,26.066412
21.925322,89.120003,710.659973,145.369324,65.333824,51.503334,66.444839,5848.323242,53.622078,100.097961,41.658001,75.269501,26.215624
21.834238,88.629997,695.27002,143.877457,63.802628,50.367065,65.874191,5848.323242,53.622078,99.564377,40.931999,74.292366,25.940748
22.084131,90.5,697.450012,143.981018,63.481152,49.053501,65.740456,5848.323242,55.691826,99.354469,42.234001,74.91153,26.050699
22.000053,89.550003,698.52002,142.505142,63.650345,47.586803,65.125229,5848.323242,55.126556,98.707222,43.042,74.379433,26.215624
22.238272,92.489998,702.799988,142.418854,62.855141,47.699642,65.339218,5848.323242,55.230923,99.226952,44.056,75.14373,26.498363
22.520861,94.889999,696.75,143.36824,62.948208,47.586803,65.579964,5848.323242,55.187439,98.804131,43.243999,74.698685,26.443384
22.864182,97.889999,704.200012,145.543259,63.151241,47.893047,65.963364,5848.323242,56.12664,99.270988,43.582001,76.798111,26.78109
23.265877,100.199997,708.349976,146.71701,63.235828,47.852745,65.963364,5848.323242,56.978901,99.852409,43.916,76.48851,26.977436
23.450378,102.809998,714.909973,145.784897,63.726482,48.271805,66.801498,5848.323242,56.552784,99.455994,45.023998,76.430466,27.040268
23.436363,103.300003,712.23999,145.767609,63.436943,48.432705,66.819336,5848.323242,56.900627,99.596939,44.608002,77.069,27.181627
23.321924,102.57,722.789978,145.275681,63.334751,48.58633,65.892029,5848.323242,56.761494,99.270988,44.646,76.372437,27.252312
22.994963,101.510002,719.440002,145.595032,63.786114,49.200836,66.213028,5848.323242,57.126732,99.350281,43.911999,76.643311,27.291582
22.822144,101.25,728.23999,145.033981,63.471012,49.76683,66.418098,5848.323242,57.231098,100.856659,43.792,77.349564,27.385832
22.868847,99.589996,725.539978,145.327454,63.981987,50.97966,67.12249,5848.323242,56.213612,101.094513,43.798,77.33992,27.244463
23.034662,100.739998,726.72998,146.794708,63.462479,50.591557,67.416733,5848.323242,56.770187,101.98423,44.136002,77.920387,27.432947
23.128084,99.889999,723.73999,147.511078,64.00753,51.092861,68.023048,5644.950684,56.578857,101.949013,46.467999,77.978432,27.362265
23.107069,97.860001,726.640015,147.951294,64.791023,51.351601,68.121124,5644.950684,56.744099,102.010651,47.104,78.99427,27.684271
23.272882,97.089996,727.650024,146.83786,66.162117,51.73164,67.496979,5644.950684,56.309273,103.067772,45.872002,78.616982,27.731394
23.081377,93.75,717.909973,145.482788,66.528328,51.990376,66.373512,5644.950684,55.517899,103.076591,43.757999,77.572098,27.715679
22.733387,93.849998,715.23999,144.248611,65.489349,51.844826,65.508636,5442.038574,55.022202,102.88279,43.574001,75.849991,27.283728
22.761415,94.120003,719.299988,144.662888,65.47229,52.022717,64.80423,5442.038574,53.987335,103.173477,42.992001,76.01445,27.480072
22.68668,94.290001,714.26001,144.826843,64.986885,52.071224,64.813156,5442.038574,53.891674,102.548035,43.540001,75.627464,27.32299
22.782436,95.440002,717.51001,146.665222,65.600029,52.612953,65.098473,5442.038574,54.109085,102.750648,43.585999,75.801613,27.291582
22.263964,94.449997,706.390015,145.810822,65.378624,51.844826,65.267876,5442.038574,54.161259,101.728767,43.094002,74.48584,26.87534
22.210251,93.800003,714.01001,147.787308,65.455269,51.545662,65.553207,5420.866211,54.239525,102.66256,43.939999,74.824463,27.09524
22.399418,90.989998,715.820007,147.908112,65.855537,52.014614,66.748001,5420.866211,54.743916,102.345428,43.922001,74.814789,27.291582
22.315344,90.010002,710.599976,147.787308,65.872566,52.038872,66.284355,5420.866211,54.535202,102.592064,39.332001,74.040802,27.071671
22.443794,91.660004,722.080017,150.27298,66.281342,52.152081,67.826881,5420.866211,55.700531,103.402519,39.279999,75.685532,27.165922
21.813219,88.440002,698.960022,145.966141,65.736313,53.162781,64.723976,5420.866211,51.83062,101.860909,38.630001,72.608948,26.678995
21.495594,85.330002,691.359985,144.300339,65.429733,54.149216,65.187637,5336.177734,50.100033,102.671356,39.709999,70.954559,26.545479
21.857594,87.970001,707.950012,146.371796,64.859138,55.143749,67.202736,5336.177734,51.761051,104.151314,40.358002,72.71537,27.048117
22.046766,91.059998,715.599976,148.037552,66.059921,55.516788,67.817963,5336.177734,53.222042,105.120323,42.037998,74.243973,27.495777
22.327021,91.480003,715.619995,151.144714,69.534531,56.246628,68.932518,5618.243652,54.039513,106.855759,42.456001,71.757553,27.652849
22.394749,96.669998,725.679993,151.507187,69.491936,56.473675,69.627991,5618.243652,53.68895,106.846931,43.299999,72.057495,27.935585
22.184555,97.910004,728.099976,151.5849,70.054001,57.957695,68.656105,5618.243652,52.190277,107.71022,42.796001,72.241302,28.124075
22.310671,94.599998,737.609985,151.179214,70.241364,57.746834,69.583412,5618.243652,52.75119,108.036179,42.888,71.651138,28.163345
22.406425,95.099998,736.570007,150.928925,70.062538,56.068199,69.538826,5618.243652,53.092987,107.921646,43.188,72.086517,28.092659
22.579247,97.059998,745.809998,152.87088,70.377625,56.692635,69.895485,5618.243652,54.188496,108.221169,43.355999,73.93438,28.367537
22.649311,94.669998,753.780029,153.639069,69.568573,57.187305,70.483971,5618.243652,54.574116,108.291618,44.956001,74.031136,28.391102
22.752075,95.970001,748.210022,154.631622,69.423805,56.822388,70.073807,5618.243652,55.389187,108.282822,44.93,74.95993,28.461786
22.623623,96.43,742.630005,154.674789,70.77787,57.414371,70.216476,5509.891113,55.354126,108.353294,44.506001,74.940559,28.516758
23.072033,98.019997,741.200012,156.133362,72.65995,57.041328,70.626617,5509.891113,56.195473,108.511871,44.306,75.598442,28.995832
23.0697,98.389999,735.440002,156.564941,73.230522,56.635872,70.278885,5509.891113,56.248066,108.353294,44.080002,75.753235,28.878027
23.31492,98.809998,736.070007,156.314636,72.906906,56.749378,70.528542,5509.891113,56.055256,108.476624,45.25,75.762917,28.775938
23.324263,85.839996,739.950012,156.426819,74.073639,57.000797,70.15406,5509.891113,55.967613,110.335388,45.051998,76.159599,28.775938
23.345284,87.910004,745.719971,156.582184,70.054001,56.60342,70.31456,5509.891113,56.028969,110.238457,45.672001,76.778748,28.807344
23.221504,85.989998,744.429993,155.581009,70.241364,56.830486,70.127304,5509.891113,55.818623,110.247284,44.099998,76.227303,28.83091
23.041672,85.889999,744.859985,155.736359,70.564964,57.09811,70.412636,5304.581055,56.125366,110.141563,44.453999,77.310844,28.854464
22.733387,87.660004,739.609985,155.037216,71.118515,57.02512,70.573135,5304.581055,55.976379,110.01825,46.001999,76.372437,28.88588
22.576918,91.410004,735.590027,153.336975,70.547943,56.854824,70.394798,5304.581055,56.20425,110.247284,45.902,75.937042,28.925152
24.043583,92.040001,736.669983,153.863419,69.210915,56.433132,70.35022,5304.581055,56.379532,109.912529,45.698002,75.975754,28.940857
24.368214,91.650002,752.609985,153.613144,69.653755,57.482258,70.127304,5304.581055,56.177948,109.63945,46.122002,76.614296,28.799498
24.337851,91.25,758.809998,153.941116,70.437248,58.124748,71.536102,5319.895508,56.064018,110.317757,46.958,75.511398,28.972271
24.767578,94.370003,767.73999,153.880707,70.147682,58.669632,71.036789,5489.088379,55.915028,110.467506,46.001999,75.714539,29.302126
24.400913,93.559998,760.580017,153.941116,69.721886,56.93737,71.188354,5489.088379,55.783573,109.983009,45.439999,75.733894,28.579588
24.706854,93.099998,754.640015,153.958359,69.049088,56.262337,70.528542,5489.088379,56.668743,109.146126,45.158001,76.14991,27.94607
24.859488,93.440002,760.77002,153.466461,70.190254,56.55513,71.010033,5489.088379,56.5811,109.110893,46.122002,76.894875,27.835207
25.23753,97.029999,765.97998,154.122375,70.437248,55.758099,70.947624,5489.088379,58.10606,109.445641,46.006001,77.533401,28.06485
25.446508,95.110001,766.559998,154.131012,70.616074,55.660522,70.234306,5489.088379,57.930775,108.925903,45.231998,77.349564,27.660982
25.549829,93.989998,768.309998,153.966995,70.667175,56.05904,70.769295,5489.088379,57.729195,108.732094,45.816002,77.456001,27.779772
25.359632,93.93,768.559998,154.338165,70.650131,56.286736,70.840614,5489.088379,57.212128,108.670441,45.130001,77.088348,27.819368
25.343191,95.889999,771.23999,156.219666,71.075928,55.44907,72.784393,5489.088379,57.369873,109.031624,44.981998,77.514046,27.835207
25.401896,96.589996,772.559998,155.58963,71.135551,55.823177,72.980553,5489.088379,57.247169,108.547112,45.122002,77.417305,27.700584
25.707157,95.309998,768.48999,155.839905,71.016327,55.294537,73.078629,5573.960449,57.597733,107.745461,45.118,78.278351,27.80353
25.683668,95.120003,764.039978,154.709274,70.215805,54.44062,72.820053,5573.960449,57.588974,106.001236,44.722,78.181602,27.550121
25.646103,96.370003,764.630005,156.2117,70.318001,54.985523,72.704147,5573.960449,57.746738,106.86454,44.647999,78.346367,27.82728
25.613228,96.160004,764.460022,155.612488,70.701233,55.148174,73.988098,5573.960449,57.799316,106.344803,44.702,77.79393,27.866879
25.678976,95.870003,757.309998,155.985947,70.718262,54.326752,73.025131,5573.960449,57.720436,106.344803,45,77.98777,27.700584
25.479387,95.260002,759.47998,155.516953,70.726791,54.863503,72.240494,5573.960449,57.667862,105.644218,44.585999,78.559563,27.589716
25.559221,95.940002,762.450012,156.124893,70.420204,54.725266,72.035416,5573.960449,57.641556,105.919128,44.967999,78.307579,27.787699
25.366678,95.18,757.25,155.812241,70.122131,54.229176,71.420181,5573.960449,57.799316,105.271767,44.523998,77.813324,27.573881
25.258661,97.32,759.219971,155.959839,70.530914,54.221024,71.322105,5573.960449,57.904476,105.147606,44.192001,77.8424,27.534283
25.110729,97.580002,769,155.812241,70.147682,53.456554,70.769295,5573.960449,58.035934,105.564415,43.998001,78.084679,27.573881
25.082554,97.300003,771.289978,156.75885,70.77787,53.985168,70.947624,5573.960449,58.67572,106.344803,43.040001,78.37542,27.80353
24.890011,97.449997,767.580017,156.454895,70.083725,53.383137,70.867378,5573.960449,59.157753,105.945747,42.268002,78.666176,27.621397
24.913488,97.449997,769.159973,155.664581,70.452225,53.619728,70.885216,5573.960449,59.157753,105.830444,42.402,78.404526,27.558044
25.061424,97.379997,770.619995,156.307251,70.006592,53.627865,70.787125,5311.039063,58.903599,105.599899,40.153999,78.792183,27.463011
25.296234,97.379997,772.440002,157.028076,70.632187,54.060226,71.830338,5311.039063,59.148975,105.812721,39.556,79.470581,27.534283
25.28919,100.089996,788.869995,156.724136,70.752167,54.802563,72.623894,5311.039063,59.10516,106.194046,40.566002,79.98423,27.534283
25.444162,99.150002,784.47998,156.107498,69.243904,55.463314,72.570396,5311.039063,58.859776,106.069885,40.341999,80.672333,27.589716
24.777298,99.660004,784.059998,156.411469,68.549728,54.998363,72.12458,5311.039063,58.938648,105.945747,39.472,80.410637,27.494688
24.216099,96.5,760.140015,152.538071,66.09877,52.420555,71.081367,5311.039063,58.412811,104.846115,38.894001,78.821243,27.00371
24.758516,99.050003,771.48999,154.67453,67.812729,53.464725,71.625267,5311.039063,58.772125,105.670853,39.66,80.410637,27.439257
25.347887,96.089996,761.01001,152.91153,66.95575,51.833214,70.439384,5311.039063,58.307632,104.296303,39.209999,79.363968,26.9562
26.244867,97.010002,761.090027,152.520691,66.921463,52.200291,70.840614,5311.039063,58.193703,104.51799,39.282001,78.976303,26.877005
27.137156,97.339996,769.690002,153.363144,67.067177,52.477654,70.947624,5311.039063,58.404049,105.200836,40.084,79.48027,27.035389
26.984528,99.480003,778.52002,152.034393,66.861465,52.591869,69.886566,5311.039063,57.685368,104.863853,41.080002,79.538406,26.877005
26.669876,98.059998,775.099976,153.476074,66.990028,53.20369,70.029228,5311.039063,58.00964,104.34063,41.268002,79.964836,26.647358
26.66753,98.25,780.219971,154.240295,66.22731,53.505512,70.662292,5311.039063,58.246284,104.597801,40.928001,79.935768,26.774067
26.662834,94.879997,789.73999,155.968536,66.484428,54.459961,70.778206,5311.039063,58.579327,105.44915,41.043999,80.652931,27.146252
26.914087,95.830002,804.700012,156.194382,67.032883,55.373589,71.874924,5311.039063,59.06134,105.936867,41.285999,80.78862,27.043306
26.465593,95.940002,805.75,154.057922,66.595825,55.512276,70.51963,5311.039063,58.938648,105.360451,41.490002,79.993912,27.130415
26.505508,94.559998,799.159973,152.807312,66.321587,56.026215,70.207565,5311.039063,57.650318,104.447044,41.798,79.28643,26.639441
26.554825,97.07,816.109985,153.111282,66.313011,55.618324,70.849533,5311.039063,58.158653,105.724045,41.161999,79.625641,26.789898
26.756763,97.480003,828.719971,154.231598,66.690109,56.140408,70.885216,5311.039063,58.465389,105.874794,41.254002,80.410637,26.916603
26.341145,96.669998,829.049988,152.303574,66.210197,55.307526,70.974373,5311.039063,57.5364,103.994789,40.139999,79.393051,26.386034
26.545429,98.550003,837.309998,153.050507,66.390152,54.759346,70.457214,5311.039063,58.360218,104.757431,40.806,80.148972,26.821577
26.420979,102.629997,836.73999,152.017029,66.201614,53.491215,70.36805,5311.039063,58.2901,105.360451,42.740002,80.304039,26.671116
26.533686,102.339996,834.030029,149.098969,65.258934,52.108517,70.038147,5311.039063,58.793289,105.369316,42.282001,80.178062,26.702791
26.545429,106.279999,844.359985,149.715561,65.284637,50.660389,69.672577,5166.200195,59.75552,105.688583,41.692001,80.778931,26.845335
26.74267,105.07,841.659973,149.064194,65.104683,50.390366,69.414001,5166.200195,59.914413,105.307251,40.200001,80.78862,26.647358
26.782583,104.82,839.429993,148.794998,65.421745,50.284039,68.504539,5166.200195,60.126289,105.74176,39.321999,80.323418,26.57609
27.249866,103.330002,841.710022,148.62999,65.53318,50.815842,68.531281,5166.200195,60.59417,106.238373,40.189999,80.556023,26.615683
27.308571,100.589996,831,147.36203,65.173225,49.752228,67.675316,5166.200195,60.302845,104.322899,40.02,79.509338,26.235571
27.552769,99.5,834.090027,147.396744,65.52459,50.455841,67.488068,4981.693359,60.143929,104.615555,40.301998,79.71286,26.188059
27.468241,100.230003,829.280029,147.657303,64.941864,51.30674,67.247322,4981.693359,59.799667,104.872719,40.048,79.344589,25.942574
27.620863,101.470001,822.960022,147.926529,64.693329,50.75856,67.817963,4981.693359,59.605434,104.251968,39.301998,79.906685,25.863384
27.602079,99.800003,812.950012,147.822311,64.264847,51.257629,67.238411,4981.693359,59.296471,105.076668,38.792,79.615974,25.736673
27.583296,118.790001,817.650024,147.596512,64.581932,51.265816,67.434555,4920.114258,59.764328,102.34536,39.82,79.063522,25.887136
27.50111,121.870003,817.690002,147.561768,64.213409,51.167645,67.149239,4920.114258,60.338158,101.618164,40.712002,80.255585,25.815863
27.487022,123.349998,810.320007,147.518311,63.613544,51.094002,66.435936,4920.114258,60.258701,101.866463,39.82,79.955132,25.768358
27.379011,127.5,818.98999,147.205734,63.707806,50.644016,65.348129,4920.114258,60.461742,100.598358,40.018002,79.809776,25.483267
27.625566,127.330002,838.090027,148.742889,63.656368,50.971279,64.80423,4920.114258,60.797211,100.749107,40.551998,80.604485,25.44367
27.766449,126.510002,835.179993,144.365799,63.596405,50.971279,64.438652,4920.114258,60.73542,101.059502,40.467999,79.499634,25.56246
27.14185,126.970001,822.590027,144.608963,63.476429,50.161312,64.616982,4843.312988,61.026722,101.591553,40.448002,79.22831,25.657486
26.88121,126.470001,818.359985,143.957611,63.553532,48.361366,65.67804,4840.591309,61.115005,102.602524,40.801998,79.393051,25.720839
26.702751,126.57,776.320007,143.966324,63.956303,48.051029,65.446213,4797.186523,61.009068,102.274391,39.993999,79.6838,25.285295
26.660484,124.870003,789.820007,143.558121,64.384827,48.633915,64.777496,4866.376465,61.141491,102.85968,39.546001,79.964836,25.111074
26.179125,123.300003,785.409973,142.646194,64.453369,47.40247,65.250046,4866.376465,60.885471,102.283257,38.158001,79.102295,24.604261
26.202606,122.339996,765.559998,143.931534,64.350533,46.556877,65.48188,4866.376465,60.629475,101.857613,37.604,78.094383,24.255829
25.921747,122.139999,767.030029,144.886871,63.390724,46.425529,64.554573,4866.376465,60.364639,102.008354,37.484001,78.162209,23.669825
25.688087,122.029999,755.049988,144.582901,63.133633,47.10693,64.661568,4866.376465,59.817318,102.079308,38.112,77.881149,23.756931
26.058634,124.580002,784.929993,147.414169,64.23056,47.985363,65.107391,4866.376465,61.688812,103.453857,38.641998,79.964836,24.057854
26.212044,124.339996,787.75,148.534439,65.953094,48.387642,65.071724,4866.376465,61.821232,103.799698,38.987999,80.323418,23.993866
26.169559,122.190002,771.880005,147.978592,64.170586,45.66201,63.992832,4866.376465,64.663795,106.690651,38.012001,80.672333,25.689438
25.440268,115.419998,742.380005,151.356964,62.259502,44.561932,62.405727,4866.376465,67.665253,106.00782,37.07,79.344589,26.785156
25.59132,114.779999,739.01001,152.051727,62.130966,44.652241,62.049076,4866.376465,67.700554,105.05896,37.712002,79.354256,26.06534
24.949354,113.379997,719.070007,150.16716,62.156654,45.66201,60.711613,4866.376465,70.190002,103.400635,36.290001,75.962234,25.897383
25.279776,113.589996,743.23999,151.322205,62.902248,45.703087,61.300095,4727.073242,70.057587,103.152328,36.754002,76.14637,25.777416
25.959503,115.190002,746.48999,150.343307,62.782265,46.097153,61.531925,4727.073242,68.327347,103.18779,36.785999,77.773132,25.561466
25.950066,115.029999,756.400024,151.007599,62.936527,45.046299,61.148521,4727.073242,68.874672,103.374031,37.731998,78.734612,25.377516
25.976027,115.209999,760.159973,151.17363,62.619442,45.276184,60.488705,4727.073242,68.600998,103.007935,37.004002,78.491806,25.177567
26.37018,117.959999,780,149.915039,62.893677,45.226925,60.354961,4603.454102,68.901138,102.686478,36.903999,79.336746,25.249548
26.386698,118.040001,785.330017,150.255936,63.836357,46.466579,59.730808,4603.454102,69.324875,100.668465,38.234001,77.627441,25.057596
26.252167,117.690002,780.119995,150.553085,62.893677,46.072506,59.400909,4566.552734,69.616173,100.963127,38.627998,77.277809,25.12958
26.384338,117.410004,780.369995,151.636917,63.553532,46.441933,60.827534,4566.552734,69.589706,101.909622,39.330002,77.821678,25.345524
26.332415,116.93,766.77002,150.771606,63.32217,46.261318,60.274712,4566.552734,69.139488,101.016701,39.223999,76.801941,25.225559
26.306452,117.510002,762.52002,151.007599,63.537937,46.749084,60.28363,4566.552734,69.669167,100.436302,37.914001,76.869926,25.529476
26.084597,117,750.570007,150.10733,62.139782,45.678005,60.007225,4566.552734,70.772636,99.382645,37.880001,75.092621,25.705429
25.841503,117.220001,743.650024,150.885239,61.242191,44.071369,59.383072,4506.587402,72.202744,99.454079,36.375999,73.257065,25.16157
25.938267,120.809998,740.340027,150.710419,61.423443,45.093014,60.140972,4506.587402,72.035019,99.971985,36.293999,73.538712,25.297535
25.75181,119.160004,759.359985,150.002426,61.854965,45.093014,60.363873,4612.678711,73.500435,99.954117,37.360001,75.082924,25.265545
25.950066,124.57,764.719971,150.159775,62.113888,44.97768,60.444122,4667.662598,73.880035,100.061264,37.169998,74.888687,25.241549
26.204964,125.389999,770.419983,153.874435,62.700756,45.686237,60.354961,4667.662598,74.215477,99.204079,38.630001,77.025299,24.945629
26.462227,123.239998,767.330017,153.725845,62.217449,45.587349,60.203381,4667.662598,75.142418,99.10585,38.458,76.99617,24.745676
26.894136,122.879997,768.659973,156.00708,63.097763,45.818058,62.289814,4512.316406,75.46904,100.239853,38.436001,76.860199,25.353521
26.740721,122.830002,760.119995,157.012238,63.693268,46.287704,62.040154,4512.316406,74.798111,103.007935,38.486,76.23864,25.91338
27.186798,123.779999,774.340027,156.304291,63.822739,46.230022,63.769936,4512.316406,74.824623,103.481186,39.630001,76.91848,26.257296
27.186798,123.440002,768.820007,154.355148,63.106407,45.0271,62.86047,4630.483887,74.798111,102.677544,39.737999,76.850502,26.249292
27.335484,125,761,153.848236,63.356689,44.524502,62.646473,4630.483887,75.919243,103.481186,39.515999,77.209831,26.193304
27.37089,124.220001,757.77002,155.098083,63.253117,45.702705,62.922878,4630.483887,74.983513,103.47226,40.498001,76.092964,26.265289
27.529018,125.449997,766,155.718674,62.933788,47.235203,63.448948,4630.483887,75.416077,103.597244,40.546001,75.850159,26.257296
27.602188,125.120003,771.219971,156.146957,63.235844,46.765575,63.217117,4564.605957,76.387131,103.275803,41.757999,76.102676,26.273285
27.628145,126.5,770.599976,155.954636,63.132282,46.33712,63.261688,4585.925293,76.58136,102.96328,41.540001,75.889008,25.91338
27.446415,125.580002,766.340027,156.627655,63.572437,46.411289,63.62727,4585.925293,76.704948,103.079361,41.689999,75.655937,25.865389
27.500698,125.589996,760.590027,156.23436,63.494778,46.477203,63.493526,4585.925293,76.846191,103.543686,42.667999,75.898712,25.977364
27.675356,128.350006,771.400024,156.382935,63.736431,46.493675,63.43111,4627.669922,76.916801,103.499031,43.905998,76.092964,26.017355
27.557346,125.889999,772.130005,155.648743,63.37394,46.213543,63.154709,4627.669922,76.360657,102.775772,43.948002,76.044403,25.873388
27.550264,125.330002,765.150024,155.937149,63.831367,46.827938,63.662941,4627.669922,75.822151,103.123985,42.936001,76.073517,25.985363
27.335484,123.800003,749.869995,156.077026,63.615601,47.530823,63.966095,4627.669922,76.17527,102.873978,42.737999,75.772469,25.977364
27.413372,127.489998,753.669983,155.622498,63.322155,47.53907,63.618355,4851.89209,77.005066,103.436539,43.397999,77.209831,26.393257
27.38269,129.410004,757.179993,155.858475,63.158188,48.250233,64.108757,4744.186523,77.14711,103.266876,45.397999,77.84111,26.625195
27.521944,131.809998,780.450012,155.325317,63.097763,49.548473,65.60672,4744.186523,76.436966,104.347321,45.349998,78.754036,26.881132
27.828764,131.070007,795.98999,155.779831,63.115017,49.482319,65.553207,4744.186523,76.445862,103.847282,45.801998,79.841774,26.777161
28.08366,130.949997,796.919983,154.940765,62.251972,49.118484,65.615616,4744.186523,76.499115,103.829422,46.256001,79.395027,26.769159
28.111979,129.889999,795.900024,154.337692,61.846344,48.531376,65.767204,4744.186523,76.721024,103.722282,45.973999,78.967697,26.745169
28.263029,130.5,799.02002,155.482681,62.027592,48.399063,65.401627,5062.350586,77.298019,102.445381,45.945999,79.443573,26.257296
28.145027,129.179993,813.640015,155.089371,62.070744,49.259056,65.981186,4870.066895,76.552376,102.34716,45.917999,79.025963,26.073339
28.095461,133.699997,817.140015,155.045639,61.604671,48.845596,65.972282,4870.066895,76.960686,102.3293,47.549999,78.831734,26.009352
28.322041,132.889999,809.719971,154.932007,62.16568,49.72213,65.401627,5258.454102,74.164558,102.570389,47.116001,78.919151,25.641447
28.319677,133.259995,807.47998,156.00708,62.122513,49.432713,65.303551,5295.355469,74.510735,102.41861,47.672001,79.239624,25.617453
28.270119,138.410004,809.039978,156.173172,61.949909,48.936562,64.813156,5074.500488,73.942635,101.972122,48.751999,79.37561,25.353521
28.322041,138.600006,808.330017,156.00708,62.321014,49.358288,65.15197,5074.500488,74.271072,101.92749,48.945999,79.48243,25.409508
28.340923,137.389999,817.880005,156.024567,62.390057,49.82962,65.437294,5074.500488,74.306564,101.713188,49.784,79.783508,25.16157
28.314957,140.110001,822.440002,153.804504,62.666252,49.432713,65.428375,5074.500488,75.203125,99.793396,50.922001,80.832382,24.913631
28.765747,139.520004,836.52002,154.468781,62.407326,49.3004,65.820702,5081.142578,76.365967,100.722046,50.894001,81.483101,25.025604
28.779911,138.960007,839.150024,154.547409,62.217449,49.457504,64.973656,5081.142578,77.005066,99.864815,50.501999,80.842102,25.017612
28.782272,142.449997,835.77002,155.124298,63.002834,49.151558,65.446213,5081.142578,77.164856,101.239937,50.59,81.356819,25.12958
28.706743,141.220001,830.380005,153.323792,62.718006,49.202183,64.973656,5081.142578,76.365967,101.016701,50.125999,81.288849,25.041605
28.640661,140.710007,823.47998,152.799377,62.752544,49.484325,65.285713,5081.142578,75.123215,101.123863,50.386002,80.327362,25.377516
30.387186,140.779999,832.349976,153.105255,62.053471,48.388916,65.053894,5081.142578,75.407272,101.105995,49.848,80.065147,25.58758
30.335266,139.199997,839.950012,152.239914,62.804325,49.31007,64.902313,5081.142578,75.087715,101.409592,50.310001,79.929176,25.636059
30.465073,140.25,810.200012,152.991638,63.313541,49.642002,65.704788,5081.142578,77.386772,101.472099,50.265999,83.600296,25.92692
30.750654,140.970001,807.640015,153.044128,62.424599,49.642002,65.48188,5081.142578,77.022842,101.25779,51.554001,83.357483,26.040033
31.043314,144,812.5,153.620956,62.873371,49.915848,65.196548,4981.693359,76.978455,101.329239,51.495998,83.308914,25.918842
31.163679,144.740005,819.710022,154.765961,63.425716,50.206303,66.489426,4981.693359,76.303818,101.25779,52.416,82.638809,25.96731
31.388868,144.139999,821.359985,155.73616,65.971725,50.272697,65.936615,4981.693359,77.404533,101.864975,53.84,83.114708,26.161221
31.317757,144.820007,827.460022,156.45285,65.592003,50.853588,65.517555,4981.693359,77.227005,102.900772,53.846001,83.425468,26.136984
31.595093,143.199997,836.530029,158.218399,65.26403,51.135738,65.365959,4981.693359,78.247818,103.47226,56.119999,83.949905,26.347048
32.00518,140.820007,836.390015,158.725342,65.522949,50.438663,64.786407,5068.135254,79.499428,103.900841,56.195999,84.348106,26.460159
32.121319,142.270004,842.700012,159.847,65.626534,50.056923,64.795319,4915.455566,80.413712,104.650887,55.952,85.180061,27.074198
32.083401,142.009995,844.140015,161.351364,64.478638,50.272697,64.750732,4915.455566,80.360481,105.436668,53.790001,85.053566,27.163073
32.171108,142.220001,845.070007,160.946655,62.916534,50.455269,65.749367,4915.455566,80.094177,106.133156,54.445999,85.102211,27.163073
32.4034,142.600006,856.440002,161.316147,64.504539,51.052761,65.018227,5151.200684,80.786545,106.847511,55.478001,85.549805,27.163073
32.500591,143.860001,855.609985,163.664993,64.288788,50.737411,65.802872,5151.200684,80.830925,106.722488,54.702,85.433052,27.138832
32.363113,142.779999,852.190002,164.676697,64.556343,52.164764,66.159523,5151.200684,80.893051,108.669075,51.198002,85.802795,27.518572
32.393925,143.25,845.23999,164.870255,64.927452,52.438625,65.999023,5151.200684,80.18293,110.313957,51.400002,86.046066,27.680153
32.45792,143.410004,848.640015,164.430405,64.206116,52.57267,65.793953,5151.200684,80.271706,110.017334,49.245998,85.627655,27.69632
32.472145,142.130005,845.039978,163.937744,64.371246,51.023964,65.704788,5297.367188,80.440353,109.846542,49.998001,85.569267,27.567047
33.13586,142.649994,853.080017,167.025558,65.031715,50.457783,66.06144,5297.367188,83.085609,111.32962,50.004002,86.590965,27.809435
32.939114,139.529999,848.909973,167.051971,65.196838,50.424473,65.776115,5297.367188,81.789619,111.122887,50.096001,86.143379,27.882141
33.133476,139.139999,849.880005,166.541748,64.718872,50.241299,66.007935,5297.367188,82.375465,111.266708,50.313999,86.396355,27.890223
33.029186,141.940002,846.609985,166.181061,64.501602,49.683434,66.275436,5297.367188,81.594307,111.194801,50.242001,86.54232,27.752872
33.071854,141.429993,846.02002,166.348206,64.432053,49.824982,66.471596,5215.77832,81.141617,111.302673,49.717999,86.659073,27.462015
32.948601,140.320007,850.5,166.717712,64.188736,48.043129,66.025772,5215.77832,80.964066,111.545349,49.374001,86.56176,27.397375
32.872742,140.529999,853,167.060791,64.397316,47.585194,66.462677,5215.77832,81.28363,113.208183,48.98,86.707741,27.51049
