AAPL,NFLX,AMZN,MMM,K,O,NSRGY,LDSVF,JPM,JNJ,TSLA,V,PFE
16.545404,47.947144,356.179993,102.441818,49.782341,29.952543,58.782925,3773.742676,42.359959,75.822517,30.232,47.170616,22.310719
16.277649,46.694286,343.559998,101.861649,48.784336,29.580746,58.612114,3789.751465,41.994087,75.537285,27.954,46.478519,22.267494
16.533972,47.842857,350.309998,103.134811,48.870785,28.644056,58.538914,3789.751465,43.872234,76.64563,27.59,46.997589,22.562857
16.486012,48.272858,354.380005,103.102577,48.67432,28.644056,58.441303,3789.751465,43.986065,76.841217,28.940001,47.229862,22.505217
16.516499,47.675713,349.529999,103.432953,48.760757,28.529648,58.66906,3724.303467,43.880371,76.246277,27.559999,46.992851,22.606079
16.53619,47.897144,356.220001,103.618286,49.090824,28.672632,59.148952,3724.303467,44.018597,76.066994,27.74,47.446461,22.959074
16.77536,48.938572,367.399994,104.585266,49.743042,29.00872,59.458031,3724.303467,44.229984,76.539673,27.52,47.534328,23.052723
16.674673,49.965714,369.170013,104.633621,49.200836,29.187477,59.441757,3724.303467,44.61211,76.922684,27.09,47.973701,23.196806
16.47267,48.824287,366.179993,104.859238,49.012226,28.708401,59.872856,3724.303467,45.319462,76.849342,24.316,47.474964,23.059929
16.50189,48.184284,364.940002,104.794754,48.49358,28.415247,60.108734,3724.303467,45.652824,77.305725,25.218,46.878853,22.807791
16.357376,48.502857,362.570007,104.604454,48.045666,27.814615,59.417362,3724.303467,45.612167,77.54203,24.222,47.052223,22.995092
16.552395,49.785713,368.920013,105.55188,48.517159,27.821758,59.66951,3724.303467,46.522793,77.582771,24.42,47.881073,23.031113
16.50983,49.692856,372.309998,106.094421,49.090824,27.728813,59.970463,3670.35376,46.717911,78.165436,24.275999,48.002197,23.139174
16.63497,50.034286,376.640015,106.26445,48.823639,27.371286,59.970463,3670.35376,46.872391,78.477264,24.167999,47.957073,23.153578
16.94179,50.742859,381.369995,107.00943,48.5093,27.085281,59.620708,3714.574951,46.482132,78.009514,24.1,48.334705,22.973482
17.340721,51.784286,386.709991,108.102615,48.200527,27.539373,59.360424,3714.574951,46.734173,77.943871,25.388,48.446312,22.96628
17.661837,52.257141,393.619995,108.110725,48.010509,27.381308,59.466164,3714.574951,46.522793,77.681274,25.455999,48.320442,22.858221
17.508106,51.988571,392.299988,103.389854,47.970936,27.201672,58.66906,3714.574951,46.32766,77.369431,24.834,48.717049,22.930258
17.987391,51.848572,384.660004,102.515297,48.398453,27.014872,58.400639,3758.796143,46.23008,77.115036,28.940001,47.914322,22.490816
17.945467,50.895714,385.959991,102.401924,48.216358,26.490381,58.172894,3803.017334,46.498383,76.836021,27.790001,48.149433,22.526833
18.037579,51.151428,384.48999,102.701538,47.963009,26.353874,58.612114,3803.017334,45.384521,76.294395,28.096001,47.904831,22.512426
17.787296,50.634285,386.950012,104.142914,48.802246,26.641253,59.571903,3803.017334,45.579651,77.500732,27.472,47.942829,22.721342
17.990885,50.810001,384.890015,104.110527,49.039757,26.820902,59.905388,3803.017334,45.945522,77.500732,28.32,47.876339,22.750154
17.962944,51.871429,387.779999,103.284576,48.366795,26.914301,59.506844,4024.122803,46.099998,77.254532,28.438,47.363342,22.577261
17.829855,51.997143,382.190002,102.652977,48.327209,26.547867,59.490562,4024.122803,45.587772,76.409271,27.93,48.84293,22.080185
17.803814,53.332855,381.25,102.499092,48.010509,26.713116,58.376228,4024.122803,45.782925,74.809059,29.493999,48.315681,21.792034
17.609745,52.709999,384.23999,102.37764,47.89967,27.481895,57.880081,4024.122803,45.669075,74.964981,29.530001,49.24667,21.792034
17.707253,52.330002,388.970001,103.373642,47.844242,27.45315,58.132221,4024.122803,45.872341,74.981384,29.587999,49.339287,21.792034
17.627533,53.552856,387.649994,106.394051,47.772991,28.027924,58.579578,3855.764404,45.3032,74.398743,30.492001,50.645493,21.712784
17.493498,53.748569,395.959991,109.965065,47.923428,28.545244,58.181023,3855.764404,46.53904,76.023582,29.596001,51.144226,22.166636
17.293077,53.82,395.190002,110.45903,47.978836,27.331007,58.205425,3855.764404,46.530914,75.481964,28.143999,51.3176,22.123409
17.437908,53.667145,402.200012,110.710045,47.915501,27.043621,58.872395,3855.764404,46.913044,75.572227,28.648001,51.291492,21.792034
18.107138,54.368572,402.920013,110.774811,47.772991,27.187317,58.913067,3855.764404,47.352097,75.523003,28.709999,51.780716,21.864073
18.030279,54.055714,399.200012,110.928703,47.701733,27.395674,59.067604,3855.764404,47.360233,75.5476,30.282,51.946964,21.820843
17.910526,53.847141,404.390015,111.981369,48.073841,27.395674,59.279083,3855.764404,47.319576,75.941513,31.1,52.296082,22.008146
17.789515,52.5,398.079987,112.839706,48.279709,27.201672,59.815922,3855.764404,47.27079,75.785614,30.224001,52.170212,22.072985
17.612602,52.427143,393.369995,112.89637,48.501385,27.073162,60.027393,4041.811279,47.116322,75.744591,30.488001,52.464703,22.109003
17.819059,52.595715,398.790009,113.568527,48.350956,26.950436,59.856583,4041.811279,47.547234,75.161919,30.086,52.885071,22.065779
17.568451,51.831429,397.970001,111.851845,48.145107,26.964872,59.246552,3961.328857,47.637249,74.702354,30.02,52.488445,21.943314
17.18255,51.871429,396.440002,112.110909,47.963009,27.23922,59.677643,3979.901611,48.005512,75.375275,29.912001,52.524067,21.986536
17.276245,51.367142,393.630005,111.446899,47.701733,27.383615,59.425499,3979.901611,48.283752,75.769188,29.4,52.208202,22.008146
17.152693,48.5,398.029999,111.463104,48.137192,27.520781,59.604439,3979.901611,47.727261,77.37764,29.872,52.607197,22.145023
17.261324,48.712856,401.920013,110.637184,47.646313,27.203123,59.19775,3979.901611,48.177376,77.27095,30.256001,52.775818,22.296303
17.040892,48.150002,401.01001,110.491409,47.725498,27.275305,58.782925,3979.901611,48.08736,77.738724,29.506001,52.702202,22.281904
16.927183,47.44857,397.660004,110.272781,48.121353,27.838434,59.425499,4068.343994,47.86639,77.746918,29.143999,52.516956,22.109003
17.015797,48.115715,390.980011,109.058136,47.844242,27.643524,59.840321,4068.343994,47.219875,77.549965,27.868,51.987335,22.00094
17.35438,48.279999,397.540009,111.268791,48.208439,27.932302,59.880989,4068.343994,47.252609,77.730522,32.254002,52.877941,22.332331
17.70281,47.197144,395.869995,112.102821,48.374714,27.990047,59.807789,4130.253906,48.684765,77.796158,32.826,53.141552,22.462002
17.604031,47.382858,395.799988,111.876083,48.525131,27.838434,60.824509,4094.734375,48.275566,77.664848,34.194,52.668949,22.4548
17.172705,47.148571,399.609985,111.187782,47.875916,27.730145,60.466618,4094.734375,47.555412,78.009514,34.001999,55.141247,22.397163
17.439505,46.958572,407.049988,110.928703,48.105526,28.372681,61.532146,4094.734375,47.604511,77.164276,35.335999,55.081871,22.498013
17.517002,47.675713,404.540009,110.515686,48.303452,28.545958,61.532146,4094.734375,47.129856,77.40226,35.712002,55.33363,22.526833
17.665329,55.531429,399.869995,109.082458,47.89967,28.545958,62.036438,4094.734375,46.213291,76.105644,36.299999,54.20789,22.339529
17.344213,55.154285,387.600006,105.446617,47.369213,28.545958,60.621166,4094.310791,45.083939,74.357697,34.919998,52.545441,21.676765
17.484917,54.46143,386.279999,104.426338,47.392952,28.639797,60.230736,4094.310791,45.083939,73.807877,33.924,51.350857,21.366993
16.087397,58.110001,394.429993,105.114616,47.52755,29.275133,60.287674,4094.310791,45.615871,73.939186,35.675999,52.476578,21.914494
15.904763,57.202858,384.200012,105.470909,46.213291,29.267893,59.897255,4094.310791,45.444019,72.95443,35.046001,51.564594,21.691175
15.87396,57.810001,403.01001,103.68943,46.023262,29.566698,59.409229,4094.310791,45.828651,73.446785,36.568001,52.457577,22.202658
15.900002,58.475716,358.690002,103.802811,45.90451,29.573935,59.09201,4006.434326,45.304897,72.601555,36.282001,51.163231,21.900085
15.929543,57.76857,346.149994,100.328964,45.049446,28.805222,58.693455,4006.434326,44.445606,71.214653,35.422001,50.69775,22.044165
16.160128,57.987144,347.950012,102.612473,45.334465,28.950251,58.35997,4006.434326,44.969376,71.083366,35.745998,50.951859,22.649302
16.280825,57.774284,346.450012,103.13073,45.421551,29.131573,58.701588,4006.434326,45.182148,71.624985,34.883999,51.205978,22.264307
16.375721,58.272858,354.589996,104.377739,45.714489,29.189594,60.190067,4006.434326,46.22147,72.831322,35.675999,52.013462,22.402321
16.604816,61.425713,361.079987,105.535698,46.205368,29.414394,61.556549,4006.434326,46.336044,73.889923,37.306,52.67131,22.67836
16.902294,61.491428,360.869995,105.025551,46.973351,29.726233,61.369469,4092.223877,46.434246,74.735176,39.312,52.379211,22.859959
17.124998,61.998569,361.790009,106.062035,47.400875,29.747999,60.76757,4002.012695,46.99892,76.294395,39.324001,52.801949,23.157787
17.123722,61.275715,349.25,106.318794,47.036678,29.871275,60.783844,4002.012695,47.072571,75.843056,39.063999,53.334881,22.961658
17.395634,62.364285,357.200012,106.074265,47.092106,30.081591,60.385284,4002.012695,47.489948,75.957932,39.925999,53.306335,23.027031
17.381573,62.215714,357.350006,107.688103,47.654236,30.255638,60.369015,4002.012695,47.588142,76.122055,39.646,53.770279,23.201366
17.445478,62.407143,353.649994,107.427299,47.598801,30.770529,60.230736,4002.012695,47.86639,75.637871,40.740002,53.784554,23.157787
17.17005,61.175713,347.380005,106.41658,47.290039,30.886566,60.027393,4002.012695,46.859787,75.20295,38.728001,53.265888,22.867228
16.971313,62.135715,349.799988,107.231667,47.693829,31.118639,59.905388,4059.499512,47.121674,75.810242,41.993999,53.165951,22.918072
16.782791,61.747143,346.76001,107.23983,47.464218,31.481243,60.572365,4084.67041,47.146229,75.64492,41.919998,53.14217,22.852699
16.856277,63.857143,351.779999,107.753311,48.065937,31.851093,60.848911,4289.449707,47.489948,75.306038,43.529999,53.815491,23.23769
16.680864,64.718575,358.320007,108.348343,48.153023,32.199177,61.09293,4289.449707,46.671574,75.306038,49.599998,54.034378,23.165049
16.530373,64.112854,359.799988,108.29129,47.765076,32.271709,60.922123,4215.158691,46.442425,75.306038,50.599998,53.796448,23.23769
16.860119,64.604286,360.130005,109.497574,47.630482,32.345985,61.011597,4215.158691,46.39333,75.512665,50.507999,53.836903,23.412031
16.81443,63.66143,362.100006,109.815475,48.050102,32.345985,61.36134,4215.158691,46.49971,76.140816,48.962002,53.756016,23.32486
16.862997,63.655712,359.779999,107.761459,48.034256,32.076557,60.669968,4215.158691,46.000511,75.677979,50.112,52.685356,23.230427
16.974184,64.997147,363.899994,108.144547,48.871929,32.28046,61.288128,4215.158691,46.859787,77.149223,50.967999,53.65131,23.746178
17.009974,64.785713,372.369995,109.098206,48.887886,31.78528,61.288128,4417.69043,47.596321,76.529312,50.532001,53.011311,23.789759
16.958532,64.358574,372.160004,109.285683,49.007549,31.129929,61.849369,4417.69043,48.201923,76.777283,50.588001,53.261139,23.579098
16.948626,64.052856,372.059998,109.310112,49.143166,30.285229,61.735497,4417.69043,48.611107,77.132683,49.242001,53.665592,23.557308
16.963964,62.849998,370.529999,108.861801,49.207005,30.175989,61.621628,4417.69043,48.447437,77.24012,47.768002,53.65131,23.528254
17.12916,62.497143,368.820007,108.005997,49.22295,30.489103,61.231197,4373.469727,47.62088,77.273209,46.882,54.051022,23.550043
17.145763,62.368572,370.640015,108.054909,49.518131,30.678453,61.084801,4373.469727,47.399925,77.364113,48.298,53.794067,23.230427
16.955339,61.437141,371.51001,106.620369,49.446323,30.816795,60.068062,4373.469727,46.990742,76.868187,47.557999,52.528332,22.605721
16.764904,60.64143,373.73999,105.821579,48.584732,30.816795,59.775249,4373.469727,46.483349,76.711128,46.194,52.525951,22.685616
16.830399,60.388573,375.040009,107.810371,48.544834,30.904173,59.978592,4373.469727,47.121674,77.636887,46.796001,53.242092,22.823639
16.979303,60.035713,378.769989,108.193474,49.342617,30.773108,60.515427,4373.469727,47.514496,77.645157,48.007999,53.867825,23.194109
16.974831,60.012856,373.230011,106.962669,49.246887,29.790068,59.758991,4289.449707,47.710899,77.355858,47.167999,53.25161,23.034294
16.893034,60.610001,368.970001,107.940788,49.366558,29.658997,59.37669,4293.87207,49.192146,77.793922,46.981998,52.775764,23.179573
17.026272,57.998569,360.619995,108.503197,49.127232,29.928408,59.677643,4293.87207,49.241249,79.289963,45.778,53.144547,23.375711
17.228205,54.128571,351.850006,107.932632,48.983616,29.688118,59.864719,4293.87207,49.977783,78.686554,44.034,52.521194,22.874487
17.413528,52.977142,354.709991,109.269356,49.167114,30.037628,60.905834,4293.87207,49.863205,80.488441,44.088001,51.962074,23.114202
17.247059,53.182858,343.410004,108.478729,49.21497,29.695387,60.857044,4293.87207,49.02029,80.215675,42.591999,51.31493,23.375711
17.17293,52.025715,338.470001,108.274948,49.270817,29.709955,60.954651,4293.87207,49.036659,80.405785,41.464001,51.336338,23.317595
17.153755,51.267143,338.290009,109.383484,49.565998,29.806501,60.905834,4293.87207,49.134861,80.538025,42.473999,50.460796,23.157787
17.149929,50.290001,336.369995,110.573509,50.028709,29.886961,61.182396,4293.87207,49.683174,81.190987,41.689999,51.35775,23.332119
17.306803,52.098572,342.98999,111.2826,49.956905,29.645584,61.214928,4293.87207,49.650436,80.951309,43.394001,51.08176,23.20863
17.335567,51.84,341.959991,110.850624,49.980846,29.777267,61.946976,4293.87207,49.8069,81.190987,46.057999,51.07225,23.455614
17.215427,50.669998,333.619995,110.964737,52.964535,29.55051,61.735497,4293.87207,49.955143,81.21579,45.080002,51.155521,23.535521
16.992723,48.187141,323,110.736519,50.874359,29.799185,61.393875,4293.87207,49.255142,81.348038,42.445999,49.416313,23.361179
16.72592,48.285713,317.76001,109.546494,51.903492,30.362415,61.621628,4204.120605,48.588078,80.909988,41.504002,48.39563,22.66383
16.724955,49.841431,327.070007,109.905106,51.345039,30.662308,63.175167,4204.120605,48.464546,81.050484,43.091999,48.200531,22.424112
16.94479,50.432858,331.809998,110.7202,52.733189,30.581839,63.484272,4204.120605,48.810436,81.786079,43.386002,49.378258,22.685616
16.726238,47.818569,317.109985,109.195992,52.342266,30.223442,63.101971,4204.120605,47.270443,79.794128,40.838001,47.953098,22.235256
16.602583,46.672855,311.730011,107.908188,52.398121,30.303888,62.735947,4204.120605,45.541035,80.066902,40.756001,46.782536,21.690451
16.668728,47.368572,315.910004,108.527641,52.28643,30.303888,63.871284,4204.120605,45.261032,80.290062,39.618,47.824627,21.697712
16.549862,46.610001,316.079987,109.293831,52.023155,31.137747,63.913273,4204.120605,45.129265,81.992744,38.782001,48.547901,21.712236
16.583418,47.344288,323.679993,111.478249,52.637451,31.291351,63.652958,4204.120605,45.508099,81.620804,39.821999,49.811268,21.857523
16.772892,49.39143,324.910004,112.260719,52.924637,30.640364,64.07283,4204.120605,45.475155,81.794373,39.624001,49.475792,21.973747
16.971952,49.784286,330.869995,112.986122,52.637451,30.669624,64.030838,4204.120605,45.318676,82.653961,40.875999,49.75655,22.416851
16.988882,53.271427,329.320007,113.206184,52.876774,31.028011,63.804111,4204.120605,45.961037,82.802734,43.728001,49.956402,22.518551
16.766815,50.5,324.579987,112.472656,53.084206,30.925613,63.879688,4204.120605,46.158676,82.835793,41.598,49.682789,22.460432
18.141397,49.152859,337.149994,111.380417,53.076233,31.262085,63.888081,4204.120605,46.273972,82.620903,41.571999,49.820774,22.307892
18.274639,46.011429,303.829987,111.307068,53.219826,31.371801,63.787315,4204.120605,45.870441,82.480408,39.970001,47.329742,22.33695
18.98237,44.887142,296.579987,111.853157,53.682537,31.87649,64.09803,4270.363281,45.697506,83.761543,39.702,47.922176,23.27401
18.92614,45.695713,300.380005,112.113998,53.467133,31.877987,64.07283,4270.363281,46.199856,83.505325,41.383999,48.219578,23.070616
18.854563,46.005714,304.130005,113.369209,53.315559,31.914698,64.811813,4270.363281,46.101021,83.720207,41.577999,48.205299,22.721947
18.898979,48.074287,307.890015,114.771133,52.150806,31.738415,64.87899,4270.363281,45.886917,83.092064,41.546001,49.033264,22.62751
18.934124,48.664288,308.01001,114.208725,52.33429,31.738415,64.778214,4270.363281,45.771629,82.083649,42.181999,48.635929,22.33695
19.201878,49.197144,310.049988,114.608139,51.895519,31.96612,65.088921,4270.363281,44.651619,82.653961,43.321999,49.280704,21.763088
18.992601,46.598572,297.380005,113.532219,52.126865,31.79718,65.16449,4270.363281,43.926926,82.248947,41.456001,48.859589,21.378094
18.92614,45.791428,292.709991,115.040131,52.709244,32.472939,65.987465,4270.363281,44.511627,83.406128,40.27,49.654228,21.26816
18.892403,45.951427,288.320007,114.787437,52.677338,32.311344,65.248466,4270.363281,44.766922,83.067238,35.717999,50.177662,21.37809
18.813681,46.935715,292.23999,115.203133,53.618717,32.157082,65.500404,4270.363281,44.478687,83.406128,36.452,50.156246,21.27549
19.047913,49.349998,302.859985,116.409454,54.584007,32.37746,66.163811,4270.363281,45.005745,83.083771,36.933998,50.368011,21.34878
19.077789,49.591431,304.640015,116.09156,54.336716,32.083622,65.802711,4270.363281,44.981037,83.497032,38.032001,50.453663,21.400082
19.081324,50.26857,297.619995,115.415047,53.913891,32.024883,66.172203,4490.893066,44.766922,83.373062,38.124001,50.024578,21.32679
18.919067,49.169998,295.190002,114.909706,53.634678,31.716372,67.305862,4490.893066,44.066925,83.224289,37.717999,49.450119,21.29747
19.198277,49.982857,297.700012,115.03199,53.881989,32.230541,67.431831,4406.447266,43.902218,83.133369,38.312,50.012669,21.34145
19.425768,52.07143,296.76001,115.472099,53.929844,32.076305,66.877586,4406.447266,44.330448,83.182953,39.217999,50.143776,21.458714
19.429621,53.095715,301.190002,114.298393,54.081429,32.083622,66.356949,4406.447266,44.239864,82.860603,39.060001,49.562141,21.436726
19.481035,55.799999,305.01001,115.352203,54.081429,31.841246,66.25618,4406.447266,44.569271,83.596214,39.889999,50.081783,21.671246
19.511877,55.971428,304.910004,115.065178,53.96973,31.50337,65.878288,4406.447266,44.923393,84.029007,40.976002,49.907787,21.737206
19.732288,57.478573,312.23999,115.74585,53.897926,31.532759,65.500404,4406.447266,44.906918,84.04567,41.459999,50.551395,21.612617
20.101791,56.972858,310.820007,115.991867,54.233013,31.694357,65.12252,4406.447266,45.409275,83.90416,42.312,51.130619,21.700562
20.049742,57.32,310.160004,115.98365,54.264923,31.701681,65.324051,4346.256836,45.664562,83.479706,42.048,50.963779,21.700562
20.415056,59.314285,313.779999,116.770943,55.20467,31.983465,65.575974,4401.955566,45.886917,83.862572,42.048,51.17115,21.693237
20.338593,59.689999,312.549988,116.902153,55.405476,31.939209,65.987465,4401.955566,45.763382,84.445175,41.554001,51.209282,21.715214
20.198822,60.294285,308.839996,116.713539,55.517929,32.079365,65.785912,4401.955566,45.582218,85.036118,40.939999,50.897026,21.773851
20.484461,59.652859,307.190002,117.180992,55.485809,31.924452,65.953857,4514.250488,45.78809,85.277481,40.987999,50.372612,21.685905
20.718378,60.458572,306.779999,116.664322,55.734791,31.791683,65.836296,4514.250488,45.853973,85.460571,40.798,50.398823,21.722546
20.799664,61.192856,323.570007,117.853439,55.293022,32.536694,65.584381,4514.250488,46.636326,85.910027,41.380001,50.587147,21.810492
20.742474,61.447144,329.670013,118.616096,55.349258,32.507179,64.912582,4514.250488,46.916325,85.876709,41.633999,50.773075,21.56131
21.074381,60.441429,327.5,119.173782,54.714714,31.909712,64.744629,4419.922852,47.286919,85.910027,41.062,50.672958,21.510012
21.19808,61.184284,332.410004,118.886711,54.666523,31.902325,64.988152,4419.922852,47.682205,86.642426,40.459999,51.071041,21.619946
21.110369,61.42857,335.200012,118.427498,54.305084,32.042484,64.954575,4419.922852,47.163372,85.99324,40.894001,50.696777,21.568642
20.757256,60.349998,325.910004,117.32859,53.99987,32.226879,64.837006,4419.922852,46.973972,85.335709,40.703999,50.479877,21.583296
20.530088,61.101429,326.269989,117.566406,53.983795,32.344902,64.719437,4419.922852,46.973972,85.335709,41.284,50.365463,21.641928
20.737011,61.465714,327.619995,117.533607,54.168533,32.064598,65.004951,4446.873535,46.833969,85.269127,44.922001,50.115166,21.700562
20.710024,63.378571,325.619995,117.837044,53.574154,32.219501,64.904182,4446.873535,47.286919,84.836342,46.334,50.251034,21.605288
20.73251,64.097145,334.380005,118.36187,53.6866,32.588314,65.16449,4446.873535,47.583378,85.568748,45.424,50.355923,21.773851
20.660538,63.055714,327,118.493095,53.758904,32.816982,65.214897,4446.873535,47.188087,86.40107,45.557999,50.134239,21.685905
20.446875,62.882858,324.200012,119.04258,54.007885,33.148926,65.408028,4491.790527,47.393967,87.616241,45.917999,49.936386,21.825148
20.428877,62.78857,327.23999,118.165054,53.357304,32.816982,65.584381,4491.790527,47.921021,87.183434,47.444,49.931622,21.583296
20.305176,62.337143,324.160004,117.344963,52.907497,32.728466,65.525597,4491.790527,47.286919,87.050247,46.5,49.531162,21.47337
20.323168,63.458572,327.440002,117.804237,52.128372,32.684212,65.080528,4487.460449,47.377502,88.024063,47.377998,49.833885,21.839811
20.444624,62.80143,325.690002,117.869865,52.064121,32.536694,64.63546,4487.460449,47.262215,87.932518,47.119999,49.810066,21.685905
20.687529,63.154285,324.570007,117.837044,52.176575,32.753727,64.820213,4487.460449,47.377502,87.383179,47.812,49.886333,21.744534
20.901197,62.942856,324.779999,117.467995,52.770947,32.901844,65.223274,4487.460449,47.451618,87.075241,48.012001,50.227203,21.75186
21.033895,67.585716,332.390015,118.550499,52.899467,33.22776,65.853096,4487.460449,47.741859,88.115631,47.944,51.071041,22.045006
21.024902,66.677139,332.850006,119.099953,53.052063,33.012966,65.508804,4487.460449,47.244293,88.107292,45.886002,51.211666,22.257553
21.148598,67.478569,337.48999,119.247566,53.341225,32.761112,65.710342,4487.460449,47.310631,87.741089,45.849998,51.609753,22.374809
21.58493,65.802856,333.549988,118.83754,52.899467,32.990757,64.845406,4487.460449,46.995502,88.614975,44.532001,51.664581,22.345491
21.445482,63.578571,323.809998,118.550499,53.060097,33.138878,64.904182,4487.460449,46.240864,87.990768,43.813999,51.311794,22.096313
21.454479,63.285713,329.970001,118.648918,53.092232,33.198128,64.887383,4562.48291,46.456467,88.257103,44.612,51.526318,22.023026
21.375765,62.650002,327.920013,118.001045,52.915524,33.435158,64.601875,4671.461914,46.075012,88.057358,43.891998,51.378525,21.98638
21.416246,62.851429,346.200012,118.345497,52.971741,33.412926,64.593468,4671.461914,46.274033,87.474739,43.625999,51.726559,22.037683
21.692892,64.654289,355.320007,118.911324,53.172554,33.605518,65.063728,4662.47998,46.680389,87.707771,45.34,52.687183,22.162273
21.438738,64.155716,354.440002,118.960564,52.658501,33.612923,64.400337,4662.47998,48.322353,85.959969,43.916,52.865959,22.286861
21.317282,63.491428,355.899994,119.870857,53.027966,33.531448,64.517899,4662.47998,48.687252,85.077736,43.431999,53.078125,22.689951
20.937178,62.765713,352.450012,117.714012,52.939629,33.553654,64.61026,4662.47998,47.982361,83.537941,43.080002,51.936321,22.389465
21.238562,63.452858,358.660004,118.771912,53.148453,33.916618,64.736221,4662.47998,48.289192,84.728172,44.004002,52.489346,22.521383
21.128363,64.564285,359.76001,118.337303,53.092232,33.761059,64.543083,4662.47998,48.297489,84.287025,44.108002,52.255737,22.242891
21.303789,61.584286,360.839996,119.009735,53.228775,33.50922,64.576683,4662.47998,48.654083,85.285805,43.916,52.742012,22.345491
21.859327,61.128571,358.140015,118.648918,52.562107,33.546253,65.046936,4662.47998,48.927734,85.052757,44.498001,52.727718,22.272211
21.823339,60.76857,358.609985,119.017952,52.754879,33.124062,64.929367,4801.724609,49.068714,85.061073,44.708,53.09481,22.235561
21.967291,60.265713,324.01001,119.009735,52.505894,33.101833,64.358345,4801.724609,48.936024,84.986168,44.714001,51.194992,22.125628
22.270914,60.665714,320.410004,119.346001,52.562107,33.161091,64.198792,4843.991211,49.0853,84.986168,44.964001,51.063885,22.059673
22.126974,60.611427,320,118.107674,52.120346,33.012966,63.627758,4843.991211,48.629204,84.86132,45.001999,50.892254,21.788506
22.075243,62.05143,322.51001,117.878014,51.188618,32.308624,63.19109,4640.918945,48.853096,85.14431,45.784,51.025745,21.633244
21.501711,60.388573,312.98999,115.540817,48.056107,32.018555,62.267376,4671.461914,47.824791,83.304916,44.66,50.298706,21.219213
21.620918,60.771427,307.059998,114.901146,49.34927,31.966499,62.107819,4671.461914,46.837952,83.146782,46.653999,50.48941,21.337509
21.499468,60.385715,313.649994,115.426025,49.847271,32.226803,61.704746,4586.118652,46.97892,83.36319,47.703999,50.572849,21.256176
21.393761,60.407143,312.320007,114.630547,49.317139,32.167301,61.788723,4586.118652,46.489643,83.0802,47.698002,50.186687,21.004797
21.357773,61.471428,313.890015,114.441902,50.425571,32.234245,62.049038,4581.626465,46.630627,83.820946,49.785999,50.222439,20.908686
21.355511,64.238571,311.450012,114.097466,50.104294,32.390423,63.921677,4581.626465,46.36525,83.171753,50.478001,49.829117,20.731243
21.414276,63.692856,316.799988,115.508003,50.795052,32.57637,64.089622,4581.626465,46.721844,84.128899,49.625999,50.167618,20.953043
21.696821,64.505714,318.329987,115.286591,51.25288,32.494556,63.644569,4581.626465,46.705254,84.195473,51.863998,50.196205,20.886503
21.692297,63.772858,319.320007,115.532639,50.963722,32.554066,63.619373,4581.626465,46.730137,83.754356,51.992001,50.129471,20.760817
21.979355,64.504288,326.279999,116.287086,51.389427,33.141624,63.820904,4581.626465,47.036972,84.678207,52.062,50.494869,20.856928
22.038126,64.410004,333.209991,116.729927,51.405483,33.13419,64.576683,4581.626465,47.252583,84.911263,52.276001,50.755184,21.241392
22.146624,65.58429,333.630005,116.385475,51.630383,33.253181,64.778214,4581.626465,47.061852,84.203789,52.402,50.19873,21.174847
22.413343,66.571426,334.529999,118.18969,51.646458,33.558113,64.601875,4581.626465,47.459904,85.477226,51.987999,51.185081,21.322718
22.723003,66.878571,335.130005,118.296303,51.78299,33.654816,64.711029,4843.048828,47.733574,85.693619,51.352001,51.347481,21.396654
22.732048,67.455711,335.779999,119.290367,52.064121,33.788696,64.501099,4843.048828,47.799919,85.901711,51.141998,51.634071,21.359682
22.734304,67.435715,332.910004,119.207863,52.112312,33.76638,64.845406,4843.048828,48.513092,86.717346,50.868,51.526592,21.307934
22.901569,68.455711,331.589996,118.902641,51.646458,33.535812,64.307961,4671.461914,48.50481,86.390541,51.355999,51.6078,21.381865
22.951302,68.704285,334.019989,119.372833,52.088219,33.334995,64.61026,4671.461914,49.209709,86.499504,52.509998,51.591076,21.374474
22.804375,68.480003,341.829987,119.290367,52.0079,33.290363,64.63546,4783.892578,49.541409,86.675461,52.348,51.760651,21.596275
23.08465,67.814285,343.179993,118.745888,52.433605,33.253181,65.139305,4783.892578,49.417023,86.491127,52.650002,51.856178,21.803295
23.111784,67.887146,340.019989,118.778885,52.40123,33.292778,64.820213,4783.892578,49.060429,86.264839,52.771999,51.251945,21.721962
23.168289,68.234283,339.040009,118.795403,52.579277,33.397312,65.139305,4783.892578,49.300922,86.918449,53.939999,50.755184,21.729355
23.349112,68.085716,342.380005,118.976883,52.433598,33.330112,65.332458,4740.815918,49.48336,86.608406,56.824001,51.283001,21.633244
22.363607,68.19857,339,118.646927,52.433598,33.292778,65.66835,4650.710938,49.508244,86.943588,56.237999,51.323593,21.736748
22.178268,67.524284,345.950012,118.473625,52.546906,33.322628,64.534691,4644.736328,49.516533,87.01062,57.208,51.170746,21.714571
22.370398,67.954285,346.380005,118.960381,52.7654,33.867817,64.61866,4644.736328,49.682388,87.496628,55.478001,51.15881,21.921583
22.23251,68.475716,342.339996,119.529602,52.150352,33.591492,64.299553,4644.736328,49.665813,87.1866,56.422001,51.531384,21.736748
22.148888,68.43,329.75,119.17485,52.05323,33.330112,64.265976,4644.736328,48.977505,86.977142,55.695999,51.175522,21.611059
22.829239,69.19857,331.329987,119.323341,52.150352,32.896954,64.173607,4559.212402,49.110188,87.974251,56.220001,51.796474,21.766321
